"rowid","votereg","inputregstate","region","division","CONSENT","TAX_rate","STATE_DC","STATE_PR","SEXWORK","LOCALNEWS","REDFLAG","STUDEBT","GND","BDS","PRISVOTE","PROSPAY","FEES","SSCAP","OVERTIME","FOURDAY","TELMED","MINWAGE","WEALTAX","NAMEANYDEM","NAMEANYREP","employ","job","work_employees","work_comp","pp_daily_intuse_work","work_customers","work_benefits","work_pay","jobsec","side_job_US_1","side_job_US_2","side_job_US_3","side_job_US_4","side_job_US_5","side_job_US_6","side_job_US_7","side_job_US_8","employ_worktype","employ_worktype_other","NRSCLASS","DOWORK","WORKDIVERSE","WORKSAFE","class_neighbor","parents_ed","PAID","class_open","KARNOSKI","REGENTS","PICS","SHELBY","BURWELL","REDISTRICTING","SCOTUSQ1","SCOTUSQ2","SCOTUSGRID_split","roberts1","thomas1","sotomayor1","ginsberg1","kavanaugh1","kagan1","alito1","breyer1","gorsuch1","roberts2","thomas2","sotomayor2","ginsberg2","kavanaugh2","kagan2","alito2","breyer2","gorsuch2","COURTVIEW","COURTAPPROVE","PRES_APP","pid3","pid3_t","pid7","dtrpsupp","ideo5","turnout16","presvote16post","presvote16post_t","djtrelct","turnout18post","housevote18post","housevote18post_t","fin_emerg","fin_checking","fin_savings","fin_cashing","fin_cc","fin_loan","fin_car","fin_sticks","HOME_OWN","OPIOID","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","birthyr","age5","educ","educ4","educ2","race","race_t","race4","race2","hispanic","faminc_new","urban","GENDER_4","GENDER4_open","weight"
40,1,36,1,2,1,2,2,1,2,3,1,1,1,3,1,2,4,2,4,1,1,2,1,"Nancy Pelosi","Joni Ernst",1,NA,2,1,2,1,3,4,3,2,2,1,1,1,2,2,2,23,NA,4,"I am a theatrical agent representing actors for work in Film/TV & Theater",2,1,2,3,4,"to work 40+ hours a week and just be able to make ends meet.",1,1,2,1,1,1,9,"Roberts",1,3,5,1,1,5,1,3,3,4,3,5,2,2,5,3,NA,3,5,1,2,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1960,4,3,2,1,1,NA,1,1,2,4,1,2,NA,0.4947
41,1,29,2,4,1,2,1,1,5,1,1,1,1,5,4,2,6,6,2,5,4,4,1,"Nancy Pelosi","Ann Wagner",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Anyone who has to work to provide income to support himself/herself and all family members is ""working"" class.",1,1,3,2,1,2,9,"Roberts",2,3,5,1,1,5,1,5,1,4,3,5,1,1,5,1,5,1,4,2,4,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1945,5,6,4,2,1,NA,1,1,2,97,2,2,NA,1.0387
42,1,6,4,9,1,1,1,1,3,3,1,1,1,3,3,3,3,1,1,2,3,3,1,"Nancy Pelosi","Marsha Blackburn",2,NA,1,2,2,1,3,1,3,2,2,2,2,2,2,1,2,11,NA,1,"Gaming Supervisor",1,1,1,4,3,"You are employed by a company or individual in order to provide for your family livelihood",3,3,3,2,1,2,9,"Roberts",2,3,5,1,1,5,1,4,1,4,4,5,2,1,5,2,5,3,5,2,5,5,4,"Green party",3,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1944,5,4,2,1,1,NA,1,1,2,4,1,1,NA,0.5339
43,1,12,3,5,1,6,3,3,4,3,6,6,3,3,2,3,3,3,1,3,3,2,3,"hilary clinton","lisa murkowski",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,"workers",3,3,3,3,3,3,9,"roberts",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,NA,6,5,4,1,2,NA,3,1,2,NA,2,2,2,2,2,2,NA,2,2,3,2,2,2,2,2,1,1979,3,2,1,1,5,NA,4,2,2,7,2,1,NA,0.7071
44,1,6,4,9,1,1,2,2,1,5,6,1,1,5,2,3,1,1,1,3,1,1,1,"pelosi","none exist",2,NA,2,1,3,1,3,3,4,1,1,1,1,1,1,2,2,18,NA,4,"Department of Defense Special Agent",1,1,2,1,5,"They are persecuted by all levels of American society, but especially by the rich.",1,1,2,2,1,2,9,"roberts",1,4,5,1,1,5,1,5,3,5,4,5,2,1,5,2,5,3,5,2,5,5,3,NA,3,NA,6,1,1,NA,2,1,1,NA,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1969,4,6,4,2,1,NA,1,1,2,97,2,1,NA,0.8694
45,1,6,4,9,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,4,2,"Kamala Harris","Susan Collins",1,NA,2,1,3,2,3,1,1,1,2,2,2,2,2,2,2,10,NA,3,"answer phones, take payments, hunt down lost payments and invoices, handle charge disputes, refer customers to salespeople, etc",2,1,1,5,3,"I tend to think that there is some confusion between the income levels and the educational levels. By income, I'd say the entire bottom 60% are working class, regardless of education. The 20 percent or so above that are middle class, with the top 10-20 percent (depending on the cost of living of their area) rich people who prefer to be called ""upper-middle"" class. Similar to that uppermost group, some people who are financially secure, but without a college degree, might prefer to think of themselves as ""working class"" despite being in a higher quintile (think, skilled craft and tradespersons making 70-80000 per year). While a person with a degree but a lower income (say, a social worker at 30k per year) thinks of themselves as ""middle-class"" because of their white collar profession. This makes the affair a combination of real socioeconomic circumstances and historic perceptions of education, etc. Personally, I go with the socioeconomic reality: more low paid workers are clerical and service industry workers, regardless of education. So the entirety of the bottom 50-60 percent are the working class in my book.",1,1,3,2,1,2,9,"Roberts",2,2,5,1,1,5,2,4,2,4,3,5,1,1,4,2,4,2,4,2,2,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1984,2,5,3,2,8,NA,NA,NA,2,5,3,1,NA,0.6393
46,1,33,1,1,1,3,3,3,2,4,4,4,3,3,5,5,4,2,3,5,4,5,4,"","",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Poor",2,3,1,1,2,3,9,"Roberts",1,3,3,2,2,2,3,3,3,3,6,6,6,6,6,6,6,6,6,1,2,2,3,NA,5,2,4,1,2,NA,1,1,2,NA,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1967,4,3,2,1,1,NA,1,1,2,5,3,1,NA,0.9892
47,1,6,4,9,1,3,5,1,3,4,2,1,1,2,5,2,4,2,2,4,6,6,1,"Kamala Harris","Betty Devos",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,"People who are either blue or white collar workers, who make less than $50,000 a year.",1,1,3,1,1,3,9,"Roberts",1,1,5,2,1,5,2,5,6,5,5,NA,3,2,NA,NA,NA,NA,NA,2,4,5,3,NA,3,NA,3,1,1,NA,2,1,1,NA,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1948,5,5,3,2,1,NA,1,1,2,3,1,2,NA,0.888
48,1,36,1,2,1,4,2,1,2,5,1,1,3,2,1,2,5,2,1,1,4,1,2,"Elizabeth Warren (D-Massachusetts)","Senator Dianne Feinstein (D-California)",2,NA,1,1,2,2,1,1,4,1,2,2,2,1,1,2,2,9,NA,2,"Supervise industrial maintenance",1,1,2,1,3,"A very special class and only dedicated workers and responsible with their tasks",2,1,2,1,2,2,9,"El actual presidente del tribunal es John Roberts (desde 2005).",1,1,1,1,2,2,1,2,2,2,2,4,2,5,2,4,2,2,3,2,2,2,3,NA,5,1,4,1,1,NA,1,1,2,NA,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1987,2,6,4,2,1,NA,1,1,2,9,1,2,NA,0.9766
49,1,38,2,4,1,3,5,5,2,5,5,5,5,2,5,3,2,5,5,5,5,5,5,"amy klobucher","joni ernst",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,"able to make ends meet",2,2,1,3,2,3,9,"roberts",1,4,1,5,5,1,5,2,4,1,2,5,1,1,5,1,4,6,5,2,2,1,2,NA,7,1,4,2,7,NA,1,1,2,NA,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1957,4,2,1,1,1,NA,1,1,2,6,3,2,NA,1.807
50,1,40,3,7,1,4,5,5,3,5,5,5,5,6,5,5,6,1,5,5,5,5,5,"Nancy Pelosi","Lisa Murcoski",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,"You can work.",2,2,1,1,2,3,9,"I forgot",1,3,1,5,5,1,5,1,3,3,3,5,1,1,4,1,4,2,4,1,2,1,3,NA,5,1,5,1,2,NA,1,1,2,NA,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1938,5,6,4,2,2,NA,2,2,2,97,2,1,NA,1.4971
51,1,34,1,2,1,3,1,1,2,3,1,2,1,2,4,2,2,2,2,2,1,1,4,"Sharice Davids","Marsha Blackburn",1,NA,1,1,1,3,2,4,1,1,2,2,1,2,2,2,2,24,"ti",NA,"information technology",1,1,1,1,4,"be every day better worker",2,2,2,2,2,2,8,"John Glover Roberts",2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,NA,7,1,4,1,2,NA,1,1,2,NA,1,1,1,NA,1,1,2,2,1,1,1,2,2,2,2,2,1987,2,6,4,2,1,NA,1,1,2,11,1,1,NA,1.0912
52,1,48,3,7,1,2,1,1,1,4,1,2,1,5,2,1,1,1,1,4,1,2,1,"Kamala Harris","Lisa Murkowski",1,NA,2,1,1,1,1,3,4,2,2,2,2,2,2,1,2,14,NA,1,"Finance Manager",2,1,2,3,4,"Working 50+ hours a week yet living paycheck to paycheck",1,1,3,2,1,2,9,"John Roberts",2,2,4,1,1,5,1,4,2,4,3,5,2,1,4,2,4,3,4,1,2,5,1,NA,2,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1987,2,6,4,2,1,NA,1,1,2,13,1,1,NA,1.1977
53,1,12,3,5,1,3,6,6,5,3,1,5,6,1,5,1,6,6,6,6,5,1,6,"","",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,"",3,3,3,3,3,3,NA,"",2,6,6,5,3,4,5,6,4,6,6,6,6,6,6,6,NA,6,6,NA,3,1,2,NA,7,1,3,1,2,NA,1,1,2,NA,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1993,1,3,2,1,1,NA,1,1,2,1,2,2,NA,1.1723
54,1,34,1,2,1,2,3,1,2,4,3,4,5,2,3,2,5,2,5,3,3,1,4,"Nancy","Nancy Pelosi",1,NA,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,NA,4,"Good",1,2,2,2,1,"Good",2,1,2,2,1,2,6,"How are you",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,1,NA,1,NA,3,2,7,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,2,2,1972,3,4,2,1,3,NA,3,2,1,6,2,2,NA,0.9713
55,1,6,4,9,1,2,1,1,6,2,2,1,1,6,2,1,6,1,1,6,5,2,1,"Kamala Harris","Joni Ernst",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,"Having to work for one's living to maintain an insecure hold in life, never having quite enough to satisfy one's needs (much less desires)",3,3,3,3,3,2,9,"Roberts",2,3,3,3,3,3,3,3,3,3,4,5,1,1,4,1,4,2,4,2,4,5,4,"American Solidarity Party",4,NA,3,1,6,NA,2,1,6,NA,2,1,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1966,4,5,3,2,1,NA,1,1,1,4,2,2,NA,0.4192
56,1,12,3,5,1,3,6,6,6,6,6,5,5,5,4,3,3,1,4,1,5,1,4,"","",1,NA,1,1,1,1,1,1,4,1,2,2,2,2,2,2,2,5,NA,2,"",1,1,1,1,4,"",1,1,1,2,2,2,NA,"",1,3,6,NA,3,3,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,5,NA,8,NA,5,1,2,NA,3,1,6,NA,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1984,2,6,4,2,3,NA,3,2,1,6,1,1,NA,0.7801
57,1,13,3,5,1,1,3,5,5,5,3,5,5,1,5,3,5,5,3,5,5,5,1,"nancy pellllosi","do not know",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"A person who works hard in their 40 hours and gives their employers their moneys worth.",2,2,2,2,1,2,13,"do not know",2,1,1,5,5,1,5,1,5,1,5,5,1,1,5,1,5,1,5,2,5,1,2,NA,7,1,5,2,7,NA,1,1,2,NA,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1950,5,4,2,1,1,NA,1,1,2,4,3,2,NA,0.8464
58,1,27,2,4,1,1,4,3,2,2,1,2,4,6,6,4,4,2,1,1,6,1,6,"","",1,NA,2,2,4,1,1,1,4,1,2,2,2,2,2,2,2,12,NA,5,"Cashier, Prepare food, clean",2,1,1,3,6,"Poor, generally. Working paycheck-to-paycheck.",3,3,3,3,3,3,7,"",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,1,NA,2,NA,2,1,3,NA,2,1,3,NA,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1989,2,3,2,1,1,NA,1,1,2,3,2,1,NA,2.9575
59,1,42,1,2,1,2,3,3,3,3,1,4,2,5,3,3,2,6,2,2,2,2,3,"Muslim one","Forgot her name",2,NA,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,11,NA,1,"Research and give my opinions",2,1,2,2,2,"Work till you die,rich get richer and the poor get things taken away from them (access cards,children etc.",1,1,3,1,2,1,9,"Roberts",1,2,2,2,3,5,2,5,4,3,2,NA,3,2,NA,3,NA,5,NA,1,4,NA,3,NA,3,NA,3,1,1,NA,2,1,1,NA,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1983,2,2,1,1,7,NA,4,2,2,3,2,2,NA,0.5765
60,1,21,3,6,1,2,1,1,2,4,1,6,6,4,5,2,2,4,2,3,5,5,3,"Nancy pelosi","N/a",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"Living from paycheck to paycheck, working a lot",1,2,1,3,2,2,12,"John Roberts",2,2,2,3,2,2,6,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,NA,5,2,4,1,3,NA,1,2,NA,NA,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1987,2,2,1,1,1,NA,1,1,2,4,3,2,NA,0.8286
61,1,41,4,9,1,6,3,6,1,4,2,6,2,4,5,2,4,1,1,1,2,5,3,"Nancy Pelosi","I can't.",1,NA,2,1,3,3,1,3,2,1,2,2,2,2,2,2,2,16,NA,3,"I teach second grade.",2,1,1,3,5,"Working at least 40 hours a week and living paycheck to paycheck.",1,1,1,1,1,NA,8,"Ginsberg",1,6,6,1,1,5,6,6,6,6,4,4,2,2,5,2,4,4,4,2,3,5,3,NA,4,NA,3,1,1,NA,2,1,1,NA,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1983,2,6,4,2,1,NA,1,1,2,6,2,2,NA,0.7631
62,1,55,2,3,1,1,4,2,3,5,3,2,5,3,3,4,2,1,4,2,3,4,1,"Pelosi","",1,NA,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,10,NA,3,"Business office manager. Order supplies. AR. AP. Invoicing.",1,1,2,3,5,"Live payday to payday. Anything out of the ordinary would put a burden on the family.",3,2,1,3,3,2,12,"",2,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,1,2,5,1,NA,2,NA,2,2,7,NA,2,2,NA,NA,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1959,4,3,2,1,1,NA,1,1,2,9,2,2,NA,0.5496
63,1,39,2,3,1,6,6,6,4,5,6,6,6,5,6,1,5,5,1,3,6,3,6,"pelosi","pelosi",1,NA,2,1,2,3,1,1,3,2,2,2,2,2,2,1,2,10,NA,3,"audit",3,1,2,3,5,"who knows anymore",1,3,3,3,2,3,9,"no idea",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,5,3,NA,4,NA,3,2,7,NA,2,2,NA,NA,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1992,1,5,3,2,1,NA,1,1,2,7,2,2,NA,0.581
64,1,27,2,4,1,3,2,2,2,4,5,4,5,1,3,4,2,3,2,2,5,5,4,"Kirstin Gillibrand","Joni Ernst",1,NA,2,1,3,1,1,1,4,2,2,2,2,2,2,1,2,24,"Law Enforcement",NA,"Enforce laws",2,1,1,6,5,"Working hard to get along, and feed the family, etc",2,2,1,2,2,2,9,"Roberts",1,4,1,NA,5,1,5,1,1,1,3,4,2,1,4,2,4,4,4,2,2,1,3,NA,5,1,4,1,2,NA,1,1,2,NA,1,1,1,2,1,1,1,NA,1,1,1,2,2,2,2,2,1959,4,4,2,1,1,NA,1,1,2,10,3,1,NA,0.8422
65,1,39,2,3,1,3,3,3,5,5,4,4,5,5,3,2,3,1,4,5,5,5,5,"Kamala Harris","Joni Ernst",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,"You have a job that requires you to work 40 hours a week and you are able to make a living at it. You can pay your bills and save for a time when you will no longer be working/retirement.",3,3,1,3,2,3,9,"Roberts",1,2,1,2,2,3,2,2,2,2,3,5,2,2,6,2,4,2,4,1,2,3,2,NA,6,3,4,1,2,NA,3,1,2,NA,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1958,4,5,3,2,1,NA,1,1,2,10,1,2,NA,0.7324
66,1,37,3,5,1,6,6,4,4,4,6,6,6,3,4,6,3,6,3,6,6,2,6,"Nancy Pelsop","Don't know",2,NA,2,2,2,1,3,1,3,2,2,2,2,2,2,1,2,12,NA,5,"Cashier",2,1,2,5,4,"Being able to provide for family and yourself.",2,3,3,3,3,3,12,"don't know",2,2,6,6,2,6,2,3,6,3,4,3,4,3,4,4,3,6,6,2,2,2,2,NA,6,2,4,2,7,NA,3,2,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1962,4,3,2,1,2,NA,2,2,2,2,2,2,NA,0.8085
67,1,41,4,9,1,2,3,3,2,5,4,4,4,2,1,2,3,3,1,2,5,3,1,"Pelosi","lisa murkowski",2,NA,1,1,2,1,3,1,4,2,2,2,2,2,2,1,2,19,NA,3,"Coordinate program",2,1,2,3,3,"Little pay, long hours",2,2,1,3,1,1,9,"",2,2,2,2,2,2,2,2,2,2,4,5,1,1,4,1,4,2,4,1,2,2,2,NA,6,3,4,1,2,NA,1,1,2,NA,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1951,5,6,4,2,1,NA,1,1,2,97,3,2,NA,0.7304
68,1,33,1,1,1,1,2,1,3,4,1,1,4,4,3,2,1,1,1,2,2,2,1,"Sheheen","Don't know",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,"Be poor",1,1,1,3,2,3,9,"Ginsburg",2,3,2,1,1,4,NA,2,3,6,3,4,2,2,5,3,4,3,5,1,3,5,1,NA,2,NA,2,1,1,NA,2,1,1,NA,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1947,5,5,3,2,1,NA,1,1,2,4,1,2,NA,1.1365
69,1,12,3,5,1,2,4,4,5,5,1,4,2,6,4,5,6,6,2,2,6,6,2,"Pelosi","",1,NA,2,1,3,2,1,1,2,2,2,2,2,2,2,1,2,14,NA,1,"I am a Trainer.",1,1,1,1,5,"Pay check to pay check.",2,3,3,3,3,3,9,"Ginsberg",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,1,6,6,5,NA,8,NA,4,1,2,NA,2,1,1,NA,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,1961,4,5,3,2,1,NA,1,1,2,97,1,1,NA,1.1085
70,1,35,4,8,1,2,5,4,5,4,5,5,5,5,5,4,3,2,5,5,5,5,5,"Pelosi","Cheney",2,NA,2,1,4,3,3,5,4,2,2,1,2,1,2,2,2,23,NA,4,"Retired but use creative talents for my enjoyment.",2,1,1,2,2,"People who earn money for their housing, food, clothing, utilities and transportation for regular wages paid by a company, institution or the government.",2,1,3,2,2,2,9,"Roberts",2,1,1,4,5,1,4,1,4,1,4,5,2,1,5,2,4,2,5,1,2,1,2,NA,6,1,5,1,2,NA,1,1,2,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1942,5,6,4,2,1,NA,1,1,2,7,3,2,NA,0.7304
71,1,12,3,5,1,2,2,1,5,5,1,1,1,3,5,2,3,1,2,2,5,5,1,"nancy pelosi","lisa murkowski",2,NA,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,9,NA,2,"New market sector evaluation",1,1,2,3,3,"anyone who must work to meet budgetary needs",1,1,1,2,1,2,9,"roberts",1,2,5,1,1,5,3,3,3,4,4,5,2,2,5,6,5,5,5,1,4,5,3,NA,3,NA,3,1,1,NA,2,1,1,NA,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1958,4,5,3,2,1,NA,1,1,2,13,2,2,NA,0.7234
72,1,37,3,5,1,3,4,NA,4,5,6,5,5,2,5,3,6,5,5,3,5,5,4,"Maxine Waters","Marsha Blackburn",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,"Working at a position which does not require a college degree or vocational training with a licensing requirement.",2,2,1,1,2,1,9,"Roberts",2,2,1,5,5,2,5,1,4,1,3,5,1,1,4,1,5,2,4,1,2,1,4,"Conservative",5,1,5,1,2,NA,1,1,2,NA,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1963,4,6,4,2,1,NA,1,1,2,11,2,2,NA,0.8063
73,1,39,2,3,1,3,3,1,1,5,1,5,4,1,5,4,3,2,4,5,3,5,5,"polisy","trump",1,NA,1,1,2,1,1,3,3,2,2,2,2,2,2,1,2,7,NA,1,"it manager",1,1,2,6,1,"a hard worker making enough to live on",2,2,2,2,2,2,9,"roberts",1,2,2,2,2,2,2,2,2,2,3,4,3,1,4,3,3,2,3,1,2,1,2,NA,7,1,4,1,2,NA,1,1,2,NA,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1955,4,5,3,2,1,NA,1,1,2,6,2,1,NA,1.1221
74,1,18,2,3,1,1,1,1,1,5,1,1,2,5,1,1,1,1,1,3,1,4,1,"pelosi","Leising",1,NA,2,1,2,1,2,3,3,2,2,2,2,2,2,1,2,14,NA,1,"Accounting",2,1,1,3,5,"Trapped",1,1,1,2,1,2,9,"Roberts",1,3,5,1,1,5,1,4,3,5,4,5,3,3,6,3,5,4,6,2,3,5,3,NA,3,NA,3,1,1,NA,2,1,1,NA,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1949,5,5,3,2,1,NA,1,1,2,97,3,2,NA,1.2628
75,1,47,3,6,1,6,1,1,2,6,1,1,6,6,4,6,1,6,6,6,1,2,1,"Nancy Pelosi","Susan Collins",1,NA,2,1,2,3,1,3,4,1,2,2,2,2,2,2,2,16,NA,3,"College Professor - teaching, research, service at a 4-year public university",2,1,2,2,2,"To be working, often multiple jobs, and yet not be able to make ends meet. To be working poor. To bust your ass barely to get by",1,1,3,3,1,2,9,"Roberts",1,3,5,1,1,5,1,5,2,6,3,5,2,2,4,2,5,3,3,1,3,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1966,4,6,4,2,1,NA,1,1,2,8,2,2,NA,0.9411
76,1,42,1,2,1,2,1,1,2,6,1,1,1,3,2,2,6,6,6,1,1,6,6,"","",1,NA,2,1,1,1,1,3,3,2,2,2,2,2,2,1,2,24,"",NA,"Consulting",2,1,2,1,6,"Struggling",1,1,1,1,1,3,9,"Roberts",2,3,3,1,1,6,2,3,3,5,3,4,2,2,5,2,6,3,5,2,3,5,1,NA,1,NA,3,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,2,1992,1,6,4,2,1,NA,1,1,2,11,2,2,NA,0.3079
77,1,4,4,8,1,1,6,2,2,6,1,1,2,3,2,3,6,1,1,3,6,4,1,"Nancy Pelosi","",1,NA,1,1,1,3,2,3,2,2,2,2,2,2,2,1,2,6,NA,1,"Clinical nurse manager",1,3,2,2,4,"Living paycheck to paycheck. High possibility of layoffs.",1,1,1,3,1,3,9,"John Roberts",1,2,5,1,1,5,2,2,6,5,3,5,3,2,5,3,2,6,4,2,4,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1951,5,6,4,2,1,NA,1,1,2,12,2,2,NA,0.7304
78,1,29,2,4,1,4,5,5,5,5,5,5,5,2,5,2,5,2,4,5,5,5,5,"That cunt Kamala Harris","Joni Ernst",1,NA,2,1,3,1,2,3,3,1,1,2,2,2,1,2,2,18,NA,4,"intelligence",2,1,2,3,1,"So what are you looking for? A monetary amount? A type of job? A ""status"" hourly/salaried/full/part? An education level? All of the above? None of the above? How can you possibly quantify the answers to such an abstract question? Ok I'll play along and since I'm 100% certain that you will skew the results to meet whatever agenda you have the answers won't blow your results. Working class is someone who is employed full time and works more than 10 hours and less than 100 hours per week and earns less than $1,000,000 per year before taxes.",2,2,1,1,2,3,9,"Roberts",1,2,1,5,5,2,5,2,5,1,4,5,1,1,4,1,4,2,4,1,2,1,2,NA,7,4,5,1,2,NA,1,1,2,NA,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1961,4,6,4,2,1,NA,1,1,2,12,3,1,NA,1.2506
79,1,50,1,1,1,6,1,1,5,3,1,2,2,6,1,2,3,1,3,3,1,1,1,"Congresswoman Nancy Pelosi","US Senator Collins",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,"",1,1,2,2,1,2,9,"Roberts",1,4,5,1,1,5,1,5,1,5,4,5,1,1,5,2,5,2,5,NA,4,5,3,NA,3,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,2,1,3,2,2,2,2,1,2,1949,5,3,2,1,1,NA,1,1,2,97,1,2,NA,0.7711
